sequence_no,time,latitude,longitude,ax,ay,az,baro_alt
299,151721,29.864085,77.895111,0.036,0.101,0.97,-1.39
300,152221,29.864099,77.895152,0.025,0.158,0.834,-1.65
301,152721,29.864099,77.895152,0.083,0.078,0.954,-0.87
302,153221,29.864111,77.895185,0.061,0.085,1.004,-1.39
303,153721,29.864111,77.895185,0.04,0.114,1.084,-1.39
304,154221,29.864117,77.895216,0.067,0.134,1.011,-1.21
305,154721,29.864117,77.895216,0.104,0.08,1.101,-1.39
306,155221,29.864125,77.895248,0.116,0.106,1.051,-1.21
307,155721,29.864125,77.895248,0,0.103,1.063,-1.21
308,156221,29.864126,77.895282,-0.004,0.122,0.804,-1.39
309,156721,29.864126,77.895282,-0.06,0.161,0.872,-1.21
310,157221,29.864124,77.895314,0.097,0.089,1.174,-1.3
311,157721,29.864124,77.895314,0.067,0.029,0.876,-1.3
312,158221,29.864115,77.895341,0.01,0.053,1.154,-1.56
313,158721,29.864115,77.895341,0.102,-0.05,0.977,-1.3
314,159221,29.864094,77.895358,0.026,0.052,1.097,-1.39
315,159721,29.864094,77.895358,-0.069,0.077,0.546,-0.95
316,160221,29.864074,77.895368,0.036,0.093,0.875,-0.61
317,160721,29.864074,77.895368,0.032,0.052,0.918,-1.56
318,161221,29.864053,77.895364,0.057,0.115,0.893,-1.13
319,161721,29.864053,77.895364,0.024,0.064,0.952,-1.13
320,162221,29.864032,77.895363,-0.095,0.142,1.293,-1.3
321,162721,29.864032,77.895363,0.044,0.069,0.932,-1.48
322,163221,29.864004,77.895362,0.072,0.017,0.946,-1.13
323,163721,29.864004,77.895362,0.05,0.087,1.135,-1.21
324,164221,29.863978,77.895363,0.005,0.063,0.974,-1.13
325,164722,29.863978,77.895363,-0.003,0.064,1.031,-1.48
326,165222,29.863959,77.895358,0.012,0.15,1.074,-1.3
327,165721,29.863959,77.895358,0.107,0.079,0.95,-1.13
328,166221,29.863938,77.895356,0.005,0.1,0.908,-1.13
329,166721,29.863938,77.895356,0.04,0.135,0.933,-1.13
330,167221,29.863922,77.895358,0.084,0.082,1.07,-1.3
331,167721,29.863922,77.895358,0.047,-0.027,0.989,-0.69
332,168221,29.863898,77.895357,0.026,-0.03,0.875,-1.21
333,168721,29.863898,77.895357,0.062,0.018,0.919,-1.56
334,169221,29.86387,77.89535,0.048,0.107,1.055,-1.39
335,169721,29.86387,77.89535,0.012,0.055,0.976,-1.13
336,170221,29.863836,77.895347,0.026,0.155,0.833,-1.04
337,170721,29.863836,77.895347,0.109,0.055,1.104,-1.3
338,171221,29.86381,77.895344,0.013,0.168,0.99,-1.39
339,171721,29.86381,77.895344,0.049,0.057,0.999,-1.3
340,172221,29.863782,77.895344,-0.002,0.156,1.031,-1.13
341,172721,29.863782,77.895344,0.109,0.016,1.042,-1.21
342,173221,29.863756,77.895343,0.061,-0.022,0.623,-0.69
343,173721,29.863756,77.895343,0.271,-0.001,0.927,-1.3
344,174221,29.863732,77.895343,-0.006,-0.097,1.504,-0.95
345,174721,29.863732,77.895343,-0.079,-0.058,0.523,-1.21
346,175221,29.863713,77.895344,-0.013,0.039,1.012,-1.56
347,175721,29.863713,77.895344,0.104,0.05,1,-1.39
348,176221,29.86369,77.895347,0.051,0.127,0.902,-1.39
349,176721,29.86369,77.895347,0.04,0.042,0.919,-1.39
350,177221,29.863668,77.895344,0.064,0.014,1.027,-1.21
351,177721,29.863668,77.895344,0.026,0.062,0.956,-1.13
352,178221,29.863645,77.895336,0.04,0.126,0.979,-1.39
353,178721,29.863645,77.895336,0.06,0.008,0.829,-0.61
354,179221,29.86362,77.895328,0.007,0.045,1.041,-1.21
355,179721,29.86362,77.895328,0.027,0.046,0.953,-1.04
356,180221,29.863598,77.895322,0.053,0.026,0.982,-0.78
357,180721,29.863598,77.895322,-0.007,0.076,1.003,-1.3
358,181221,29.863577,77.895318,0.069,0.151,0.647,-1.13
359,181721,29.863577,77.895318,0.075,0.025,0.967,-1.04
360,182221,29.863557,77.895309,0.059,0.083,1.037,-0.78
361,182721,29.863557,77.895309,0.054,0.1,0.887,-0.78
362,183221,29.863534,77.895299,0.017,0.067,0.905,-0.87
363,183721,29.863534,77.895299,0.042,0.067,0.948,-1.21
364,184221,29.863512,77.895285,0.021,0.06,0.898,-0.78
365,184721,29.863512,77.895285,0.015,0.056,0.952,-0.87
366,185221,29.863486,77.895278,0.052,0.112,0.918,-1.13
367,185721,29.863486,77.895278,0.063,0.058,1.071,-1.04
368,186221,29.86346,77.895275,0.088,-0.066,1.033,-1.04
369,186721,29.86346,77.895275,0.032,0.043,0.912,-0.61
370,187221,29.863435,77.895276,0.05,-0.011,1.029,-0.87
371,187721,29.863435,77.895276,0.073,0.001,1.104,-0.69
372,188221,29.86341,77.895282,0.086,0.073,1.002,-1.04
373,188721,29.86341,77.895282,0.063,0.088,1.016,-1.04
374,189221,29.863383,77.89528,0.018,0.137,0.927,-1.04
375,189721,29.863383,77.89528,0.06,0.019,0.953,-0.87
376,190222,29.863357,77.895279,0.03,0.084,0.948,-0.61
377,190721,29.863357,77.895279,0.047,0.124,1.076,-1.13
378,191222,29.863335,77.89528,0.113,-0.014,0.978,-0.61
379,191722,29.863335,77.89528,0.071,0.129,1.168,-0.78
380,192222,29.863309,77.895284,0.005,0.106,0.997,-0.87
381,192722,29.863309,77.895284,0.012,0.138,0.871,-0.95
382,193221,29.863278,77.89529,0.056,0.082,0.864,-0.78
383,193722,29.863278,77.89529,0.097,0.112,0.868,-0.78
384,194221,29.863247,77.895291,-0.007,0.122,1.023,-0.78
385,194722,29.863247,77.895291,0.078,0.007,1.033,-0.69
386,195221,29.863219,77.895302,0.031,0.034,0.895,-0.43
387,195721,29.863219,77.895302,0.073,0.071,0.999,-0.69
388,196221,29.863197,77.895302,0.026,0.071,0.904,-0.69
389,196721,29.863197,77.895302,0.048,0.155,0.877,-0.78
390,197221,29.86317,77.8953,0.065,0.019,0.98,-0.43
391,197721,29.86317,77.8953,0.01,0.052,0.902,-0.95
392,198221,29.863145,77.895302,0.087,0.11,0.961,-0.78
393,198721,29.863145,77.895302,0.065,0.021,1.015,-0.69
394,199221,29.86313,77.895301,0.074,-0.01,1.026,-0.61
395,199721,29.86313,77.895301,0.071,0.054,0.953,-0.69
396,200221,29.863101,77.895303,0.075,0.072,1.019,-0.17
397,200721,29.863101,77.895303,0.082,0.015,0.898,-0.52
398,201221,29.86307,77.895301,0.051,0.043,0.962,-0.69
399,201721,29.86307,77.895301,0.056,0.132,1.027,-0.61
400,202221,29.863045,77.895296,0.026,0.061,1.078,-0.61
401,202721,29.863045,77.895296,0.086,0.078,0.733,-0.78
402,203221,29.863021,77.895291,0.058,0.203,0.995,-0.87
403,203721,29.863021,77.895291,0.011,0.066,0.897,-0.52
404,204221,29.863001,77.895287,-0.047,0.149,1.1,-0.78
405,204721,29.863001,77.895287,0.058,0.131,0.724,-0.26
406,205221,29.862978,77.895282,0.099,0.035,1.028,-0.43
407,205721,29.862978,77.895282,0.004,0.112,1.306,0
408,206221,29.862951,77.895275,0.048,0.011,0.897,-0.43
409,206721,29.862951,77.895275,0.058,0.018,0.8,-0.69
410,207221,29.862922,77.895272,0.052,0.19,1.01,-0.95
411,207721,29.862922,77.895272,0.091,0.049,0.929,-0.61
412,208221,29.862898,77.895273,0.023,0.073,0.962,-0.95
413,208721,29.862898,77.895273,0.072,0.099,1.06,-0.69
414,209221,29.862883,77.895262,0.058,0.066,0.982,-0.26
415,209721,29.862883,77.895262,0.081,0.06,0.982,-0.69
416,210221,29.862875,77.895261,0.078,-0.073,0.769,-0.43
417,210721,29.862875,77.895261,0.021,0.065,0.979,-0.69
418,211221,29.862861,77.895265,0.04,0.009,0.806,-0.26
419,211721,29.862861,77.895265,0.055,0.026,0.81,-0.61
420,212221,29.86284,77.895266,0.144,0.163,1.134,-0.52
421,212721,29.86284,77.895266,0.063,0.055,1.009,-0.69
422,213221,29.862812,77.895268,0.039,0.078,0.99,-0.69
423,213721,29.862812,77.895268,0.014,0.051,0.917,0.17
424,214221,29.86279,77.89527,0.153,0.059,0.846,-0.52
425,214721,29.86279,77.89527,0.125,0.055,1.032,0.26
426,215221,29.862754,77.895269,-0.024,0.114,1.173,-0.35
427,215721,29.862754,77.895269,-0.043,-0.058,0.511,-0.35
428,216221,29.862726,77.895261,0.203,0.024,0.887,-0.26
429,216721,29.862726,77.895261,0.12,-0.024,0.98,-0.26
430,217221,29.86269,77.895249,0.014,0.084,1.043,-0.09
431,217721,29.86269,77.895249,0.023,-0.007,0.906,-0.35
432,218221,29.862659,77.895246,-0.015,0.132,0.992,0.09
433,218721,29.862659,77.895246,0.032,0.127,0.837,-0.26
434,219221,29.862636,77.895241,-0.007,0.107,0.81,0.26
435,219721,29.862636,77.895241,0.038,0.09,1.017,0.09
436,220221,29.862609,77.895238,0.044,0.133,0.889,-0.09
437,220721,29.862609,77.895238,0.042,0.083,0.897,-0.35
438,221221,29.862589,77.89523,0.043,0.093,1.083,0
