sequence_no,time,latitude,longitude,ax,ay,az,baro_alt
49,26721,29.862555,77.894089,0.682,0.212,0.745,0.26
50,27221,29.862558,77.89406,0.613,0.202,0.779,0.87
51,27721,29.862558,77.89406,0.67,0.23,0.813,0.43
52,28221,29.862561,77.894029,0.583,0.115,0.596,0.78
53,28721,29.862561,77.894029,0.629,0.191,0.649,0.61
54,29221,29.862576,77.893994,0.583,0.119,0.655,0.35
55,29721,29.862576,77.893994,0.629,0.165,0.793,0.17
56,30221,29.862596,77.893965,0.452,0.111,0.606,0.61
57,30721,29.862596,77.893965,0.733,0.203,0.821,0.26
58,31221,29.862612,77.893939,0.579,0.09,0.599,0.35
59,31721,29.862612,77.893939,0.662,0.169,0.745,0.17
60,32221,29.862643,77.893912,0.656,0.142,0.735,0
61,32721,29.862643,77.893912,0.549,0.164,0.684,0.69
62,33221,29.862664,77.893881,0.702,0.21,0.849,0.43
63,33721,29.862664,77.893881,0.507,0.123,0.556,0.43
64,34221,29.86269,77.893855,0.701,0.177,0.826,0
65,34721,29.86269,77.893855,0.615,0.152,0.673,0.17
66,35221,29.862713,77.893836,0.66,0.104,0.719,0.17
67,35721,29.862713,77.893836,0.586,0.122,0.729,0.35
68,36221,29.862739,77.89383,0.676,0.133,0.812,0.43
69,36721,29.862739,77.89383,0.772,0.316,0.937,0.35
70,37221,29.862774,77.893819,0.927,0.235,0.964,0.26
71,37721,29.862774,77.893819,0.537,0.139,0.746,0.26
72,38221,29.862813,77.893812,0.687,0.183,0.778,0.35
73,38721,29.862813,77.893812,0.697,0.158,0.74,0.35
74,39221,29.862839,77.89381,0.673,0.16,0.768,0
75,39721,29.862839,77.89381,0.763,0.13,0.836,0.17
76,40221,29.862868,77.893815,0.607,0.079,0.688,0.17
77,40721,29.862868,77.893815,0.614,0.144,0.695,0.17
78,41221,29.862897,77.893817,0.087,0.018,0.288,0.52
79,41721,29.862897,77.893817,0.638,0.14,0.6,1.3
80,42221,29.862926,77.893816,1.317,0.33,1.874,3.46
81,42721,29.862926,77.893816,0.763,0.11,0.968,-0.09
82,43221,29.86296,77.893821,0.676,0.064,0.71,-0.26
83,43721,29.86296,77.893821,0.827,0.179,0.759,-0.78
84,44221,29.862992,77.893824,0.535,0.112,0.624,1.12
85,44721,29.862992,77.893824,0.662,0.167,0.758,0.87
86,45221,29.863022,77.893821,0.628,0.048,0.62,1.21
87,45721,29.863022,77.893821,0.593,0.141,0.603,1.64
88,46221,29.863053,77.893822,0.767,0.124,0.779,2.68
89,46721,29.863053,77.893822,0.672,0.148,0.653,1.73
90,47221,29.863087,77.893826,0.666,-0.094,0.699,1.64
91,47721,29.863087,77.893826,0.653,0.064,0.678,2.08
92,48221,29.863125,77.893829,0.829,0.267,0.84,2.34
93,48721,29.863125,77.893829,0.683,0.121,0.768,3.29
94,49221,29.86316,77.893829,0.644,0.115,0.711,2.25
95,49721,29.86316,77.893829,0.49,0.136,0.612,2.25
96,50221,29.863205,77.893832,0.686,0.202,0.792,3.03
97,50721,29.863205,77.893832,0.596,0.135,0.669,2.94
98,51221,29.863248,77.893839,0.692,0.095,0.817,6.15
99,51721,29.863248,77.893839,0.715,0.113,0.861,-1.12
100,52221,29.863286,77.893843,0.64,0.169,0.827,-0.95
101,52721,29.863286,77.893843,0.67,0.117,0.689,-1.12
102,53221,29.863323,77.893847,0.66,0.157,0.811,-1.04
103,53721,29.863323,77.893847,0.664,0.093,0.623,-1.3
104,54221,29.863358,77.893853,0.932,0.041,0.852,-1.3
105,54721,29.863358,77.893853,0.588,0.159,0.753,-0.61
106,55221,29.863395,77.89386,0.675,0.173,0.633,-0.69
107,55721,29.863395,77.89386,0.63,0.174,0.74,-0.78
108,56221,29.863432,77.893871,0.702,0.173,0.652,-0.69
109,56721,29.863432,77.893871,0.571,0.128,0.625,-0.52
110,57221,29.86347,77.893876,0.703,0.219,0.804,-0.52
111,57721,29.86347,77.893876,0.71,0.15,0.666,-0.52
112,58221,29.863513,77.893883,0.802,0.185,0.783,-0.26
113,58721,29.863513,77.893883,0.614,0.216,0.815,-0.69
114,59221,29.86356,77.89389,0.659,0.208,0.667,-0.17
115,59721,29.86356,77.89389,0.657,0.077,0.572,-0.87
116,60221,29.863605,77.893894,0.652,0.144,0.749,-0.26
117,60721,29.863605,77.893894,0.66,0.105,0.738,0.17
118,61221,29.863652,77.893897,0.591,0.226,0.818,-0.26
119,61721,29.863652,77.893897,0.663,0.132,0.631,0.17
120,62221,29.863688,77.893893,0.466,0.074,0.465,0.52
121,62721,29.863688,77.893893,0.798,0.113,0.811,0.87
122,63221,29.863715,77.893896,0.809,0.123,1.001,1.04
123,63721,29.863715,77.893896,0.715,0.111,0.679,0.35
124,64221,29.863744,77.893907,0.745,0.12,0.822,0.52
125,64721,29.863744,77.893907,0.67,0.096,0.66,0.78
126,65221,29.863775,77.893915,0.706,0.119,0.766,1.47
127,65721,29.863775,77.893915,0.64,0.162,0.675,0.95
128,66221,29.863821,77.893909,0.638,0.205,0.823,0.69
129,66721,29.863821,77.893909,0.724,0.175,0.795,0.69
130,67221,29.863858,77.893915,0.784,0.241,0.933,0.52
131,67721,29.863858,77.893915,0.807,0.193,0.854,1.64
132,68221,29.863902,77.893918,0.632,0.184,0.824,2.25
133,68721,29.863902,77.893918,0.777,0.212,0.781,-0.52
134,69221,29.86394,77.893925,0.534,0.142,0.72,0.78
135,69721,29.86394,77.893925,0.732,0.322,0.998,-1.38
136,70221,29.863978,77.893928,0.799,0.269,0.903,1.3
137,70721,29.863978,77.893928,0.521,0.184,0.729,0.52
138,71221,29.864012,77.89393,0.856,0.236,0.743,-0.87
139,71721,29.864012,77.89393,0.601,0.172,0.809,2.34
140,72221,29.864045,77.893924,0.67,0.084,0.692,3.12
141,72721,29.864045,77.893924,0.662,0.173,0.675,-10005.71
142,73221,29.864079,77.893914,0.67,0.042,0.601,-10005.45
143,73721,29.864079,77.893914,0.559,0.154,0.72,-10005.64
144,74221,29.864102,77.893887,0.516,0.283,0.598,-10005.53
145,74721,29.864102,77.893887,0.808,0.223,0.777,-10005.75
146,75221,29.864116,77.893849,0.619,0.182,0.725,-10005.67
147,75721,29.864116,77.893849,0.534,0.137,0.743,-10005.53
148,76221,29.864124,77.89381,0.568,0.243,0.688,-10005.56
149,76721,29.864124,77.89381,0.489,0.108,0.684,-10005.78
150,77221,29.864133,77.89377,0.602,0.135,0.669,-10005.49
151,77721,29.864133,77.89377,0.554,0.071,0.636,-10005.67
152,78221,29.864155,77.893727,0.588,0.081,0.71,-10005.45
153,78721,29.864155,77.893727,0.575,0.186,0.687,-10005.67
154,79221,29.864174,77.893675,0.617,0.088,0.746,-10005.64
155,79721,29.864174,77.893675,0.617,0.163,0.782,-10005.45
156,80221,29.86419,77.893627,0.628,0.154,0.805,-10005.71
157,80721,29.86419,77.893627,0.352,0.106,0.51,-10005.67
158,81221,29.864196,77.893588,0.648,0.089,0.76,-10005.53
159,81721,29.864196,77.893588,0.628,0.025,0.622,-10005.56
160,82221,29.864208,77.893553,0.628,0.141,0.641,-10005.38
161,82721,29.864208,77.893553,0.588,0.145,0.578,-10005.56
162,83221,29.864216,77.893516,0.64,0.162,0.778,-10005.85
163,83721,29.864216,77.893516,0.607,0.166,0.697,-10005.67
164,84221,29.864216,77.893472,0.504,0.203,0.662,-10005.45
165,84721,29.864216,77.893472,0.606,0.085,0.655,-10005.82
166,85221,29.864222,77.893431,0.588,0.095,0.66,-10005.64
167,85721,29.864222,77.893431,0.833,0.339,0.891,-10005.75
168,86221,29.864226,77.893392,0.656,0.1,0.642,-10005.49
169,86721,29.864226,77.893392,0.622,0.121,0.695,-10005.93
170,87221,29.86423,77.893349,0.584,0.18,0.717,-10005.67
171,87721,29.86423,77.893349,0.583,0.081,0.587,-10005.6
172,88221,29.864244,77.893309,0.614,0.176,0.712,-10005.56
173,88721,29.864244,77.893309,0.432,0.08,0.445,-10005.75
174,89221,29.86426,77.893272,0.765,0.1,0.781,-10005.75
175,89721,29.86426,77.893272,0.518,0.224,0.697,-10005.56
176,90221,29.864274,77.893236,0.656,0.131,0.711,-10005.82
177,90721,29.864274,77.893236,0.62,0.152,0.691,-10005.75
178,91221,29.864284,77.893199,0.694,0.112,0.716,-10005.82
179,91721,29.864284,77.893199,0.665,0.166,0.777,-10005.89
180,92221,29.864294,77.893164,0.685,0.168,0.74,-10005.71
181,92721,29.864294,77.893164,0.719,0.166,0.709,-10005.71
182,93221,29.864301,77.893131,0.693,0.12,0.673,-10005.71
183,93721,29.864301,77.893131,0.703,0.164,0.688,-10005.71
184,94221,29.864308,77.893101,0.629,0.178,0.661,-10005.64
185,94721,29.864308,77.893101,0.649,0.17,0.665,-10005.71
186,95221,29.864324,77.89306,0.702,0.163,0.754,-10005.93
187,95721,29.864324,77.89306,0.639,0.176,0.779,-10005.93
188,96221,29.864333,77.893022,0.425,0.02,0.543,-10005.85
189,96721,29.864333,77.893022,0.275,-0.025,0.361,-10005.89
190,97221,29.864339,77.892985,0.974,0.149,0.958,-2.42
191,97721,29.864339,77.892985,0.92,0.203,1.038,-2.16
192,98221,29.864353,77.892952,0.756,0.196,0.785,-1.3
193,98721,29.864353,77.892952,0.524,0.092,0.622,-1.64
194,99221,29.864349,77.892909,0.55,0.136,0.595,-1.3
195,99721,29.864349,77.892909,0.647,0.088,0.703,-1.47
196,100221,29.864352,77.892865,0.699,0.227,0.815,-1.21
197,100721,29.864352,77.892865,0.77,0.142,0.897,-1.38
198,101221,29.86436,77.892825,0.72,0.201,0.9,-1.04
199,101721,29.86436,77.892825,0.738,0.207,0.795,-1.3
200,102221,29.864375,77.892785,0.672,0.141,0.743,-0.87
201,102721,29.864375,77.892785,0.631,0.237,0.731,-1.21
202,103221,29.864382,77.892746,0.802,0.219,0.797,-1.21
203,103721,29.864382,77.892746,0.693,0.223,0.926,-1.12
204,104221,29.864392,77.892709,0.79,0.197,0.938,-0.87
205,104721,29.864392,77.892709,0.737,0.161,0.828,-0.87
206,105221,29.864399,77.892653,0.687,0.142,0.712,-1.04
207,105721,29.864399,77.892653,0.84,0.167,1.086,-1.38
208,106221,29.864407,77.892598,0.703,0.222,0.805,-0.61
209,106721,29.864407,77.892598,0.704,0.139,0.667,-0.78
210,107221,29.864417,77.892547,0.687,0.21,0.758,-1.38
211,107721,29.864417,77.892547,0.675,0.141,0.7,-1.04
212,108221,29.864435,77.8925,0.705,0.102,0.747,-0.61
213,108721,29.864435,77.8925,0.687,0.178,0.839,-0.35
214,109221,29.864437,77.892459,0.629,0.178,0.705,-0.69
215,109721,29.864437,77.892459,0.688,0.16,0.668,-1.3
216,110221,29.864437,77.892419,0.272,-0.03,-0.007,-1.04
217,110721,29.864437,77.892419,0.507,0.001,0.435,-1.38
218,111221,29.864442,77.89238,0.642,0.078,0.69,-1.3
219,111721,29.864442,77.89238,0.655,0.165,0.742,-1.21
220,112221,29.86444,77.892339,0.628,0.245,0.765,-1.56
221,112721,29.86444,77.892339,0.541,0.141,0.65,-1.38
222,113221,29.86444,77.8923,0.944,0.26,1.073,-1.3
223,113721,29.86444,77.8923,0.682,0.13,0.722,-1.64
224,114221,29.864438,77.892262,0.632,0.143,0.782,-1.3
225,114721,29.864438,77.892262,0.684,0.137,0.709,-1.73
226,115221,29.864439,77.892226,0.615,0.112,0.604,-1.56
227,115721,29.864439,77.892226,0.668,0.153,0.959,-1.3
228,116221,29.86444,77.892192,0.46,0.167,0.729,-0.87
229,116721,29.86444,77.892192,0.591,0.185,0.696,-1.21
230,117221,29.864443,77.892163,0.401,0.183,0.673,-1.56
231,117721,29.864443,77.892163,0.287,0.295,0.89,-1.56
232,118221,29.864443,77.892141,0.348,0.279,0.883,-1.47
233,118721,29.864443,77.892141,0.615,-0.138,0.786,-1.64
234,119221,29.864443,77.892134,0.383,-0.224,0.935,0
235,119721,29.864443,77.892134,0.452,-0.373,1.071,-0.35
236,120221,29.864428,77.892133,0.715,0.149,0.825,-0.26
237,120721,29.864428,77.892133,0.437,0.363,0.543,-0.69
238,121221,29.864422,77.892133,0.672,0.09,0.698,-0.78
239,121721,29.864422,77.892133,0.772,0.007,0.683,-0.95
240,122221,29.864419,77.892132,0.793,0.079,0.637,-0.61
241,122721,29.864419,77.892132,0.75,0.064,0.634,-0.87
242,123221,29.864418,77.892129,0.774,0.066,0.64,-0.78
243,123721,29.864418,77.892129,0.784,0.057,0.639,-1.12
244,124221,29.86442,77.892126,0.784,0.067,0.617,-1.04
245,124721,29.86442,77.892126,0.793,0.051,0.619,-1.56
246,125221,29.864422,77.892126,0.797,0.042,0.621,-1.04
247,125721,29.864422,77.892126,0.786,0.093,0.634,-1.04
248,126221,29.864423,77.892123,0.722,-0.104,0.667,-1.04
249,126721,29.864423,77.892123,0.737,-0.219,0.747,-0.78
250,127221,29.864423,77.892122,0.799,0.227,0.711,-0.78
251,127721,29.864423,77.892122,0.611,-0.335,0.679,-0.52
252,128221,29.864424,77.892123,0.967,-0.133,0.475,-0.61
253,128721,29.864424,77.892123,0.842,-0.066,0.55,-0.17
254,129221,29.864426,77.892125,0.813,-0.005,0.565,0.17
255,129721,29.864426,77.892125,0.899,0.098,0.436,-0.43
256,130221,29.864424,77.892125,0.839,0.121,0.509,-1.12
257,130721,29.864424,77.892125,0.914,0.173,0.222,-0.69
258,131221,29.864421,77.892124,0.891,0.223,0.409,-0.61
259,131721,29.864421,77.892124,0.876,0.258,0.419,-1.21
260,132221,29.864416,77.892125,0.878,0.271,0.446,-0.95
261,132721,29.864416,77.892125,0.93,0.218,0.408,-1.3
262,133221,29.864414,77.892124,0.929,0.221,0.359,-1.04
263,133721,29.864414,77.892124,0.905,0.238,0.398,-1.73
264,134221,29.864412,77.892123,0.841,0.268,0.543,-1.56
265,134721,29.864412,77.892123,0.883,0.255,0.429,-1.64
266,135221,29.864409,77.892122,0.906,0.258,0.399,-1.3
267,135721,29.864409,77.892122,0.881,0.225,0.441,-1.38
268,136221,29.864407,77.892121,0.859,0.199,0.498,-1.12
269,136721,29.864407,77.892121,0.86,0.234,0.477,-0.17
270,137221,29.864403,77.89212,0.856,0.234,0.462,-0.17
271,137721,29.864403,77.89212,0.86,0.232,0.461,-0.17
272,138221,29.864402,77.892119,0.866,0.235,0.477,-0.26
273,138721,29.864402,77.892119,0.867,0.196,0.479,-0.61
274,139221,29.864402,77.892119,0.864,0.228,0.47,-0.43
275,139721,29.864402,77.892119,0.865,0.214,0.465,-0.69
276,140222,29.864401,77.892119,0.855,0.233,0.476,-0.35
277,140722,29.864401,77.892119,0.857,0.248,0.488,-0.61
278,141221,29.864404,77.892121,0.853,0.231,0.492,-0.52
279,141721,29.864404,77.892121,0.853,0.223,0.483,-0.87
280,142221,29.864404,77.892121,0.852,0.242,0.5,-0.78
281,142721,29.864404,77.892121,0.854,0.24,0.478,-0.69
282,143221,29.864404,77.892121,0.842,0.23,0.488,-0.78
283,143721,29.864404,77.892121,0.846,0.234,0.496,-0.35
284,144221,29.864406,77.892123,0.835,0.21,0.491,-1.04
285,144721,29.864406,77.892123,0.837,0.24,0.506,-0.52
286,145221,29.864407,77.892123,0.849,0.242,0.489,-0.61
287,145721,29.864407,77.892123,0.842,0.225,0.497,-0.52
