sequence_no,time,latitude,longitude,ax,ay,az,baro_alt
29,16719,29.86357,77.896032,-0.033,-0.077,0.94,-0.87
30,17219,29.863573,77.896032,0.028,-0.078,0.952,-0.69
31,17719,29.863573,77.896032,-0.006,-0.149,0.963,-0.09
32,18219,29.863569,77.896031,0.0,-0.222,0.941,-0.95
33,18719,29.863569,77.896031,-0.007,-0.186,0.955,-0.17
34,19219,29.863571,77.896027,0.018,-0.172,0.946,-1.04
35,19719,29.863571,77.896027,0.04,-0.107,0.947,-0.78
36,20219,29.863571,77.896027,-0.005,-0.145,0.927,-0.43
37,20719,29.863571,77.896027,-0.051,-0.075,1.002,-0.78
38,21219,29.863572,77.896028,-0.018,-0.174,0.956,-0.87
39,21719,29.863572,77.896028,0.006,-0.171,0.945,-0.35
40,22219,29.86357,77.89603,-0.027,-0.098,0.943,-0.43
41,22719,29.86357,77.89603,-0.025,-0.067,0.96,-0.52
42,23219,29.863567,77.896031,0.025,-0.09,0.902,-0.43
43,23719,29.863567,77.896031,0.022,-0.127,0.968,-0.09
44,24219,29.86356,77.896032,-0.015,-0.115,0.965,-0.78
45,24719,29.86356,77.896032,-0.019,-0.081,0.966,0.0
46,25219,29.863557,77.896033,0.001,-0.057,0.981,-0.69
47,25719,29.863557,77.896033,-0.014,-0.049,0.979,-0.69
48,26219,29.863553,77.896036,-0.008,-0.036,0.984,-0.61
49,26719,29.863553,77.896036,-0.031,-0.154,0.925,-0.43
50,27219,29.863548,77.896037,-0.064,-0.091,0.973,-0.69
51,27719,29.863548,77.896037,-0.051,-0.069,0.954,-0.78
52,28219,29.863545,77.896037,-0.051,-0.09,0.964,-0.87
53,28719,29.863545,77.896037,-0.027,-0.068,0.986,-0.78
54,29219,29.863543,77.896039,-0.016,-0.107,0.962,-0.78
55,29719,29.863543,77.896039,-0.018,-0.102,0.973,-0.61
56,30219,29.863541,77.89604,-0.065,-0.071,1.002,-0.52
57,30719,29.863541,77.89604,-0.043,-0.131,0.93,-0.26
58,31219,29.863537,77.896042,-0.052,-0.123,0.967,-0.52
59,31719,29.863537,77.896042,0.044,-0.001,1.008,-0.43
60,32219,29.863532,77.896043,-0.033,-0.105,0.954,-0.61
61,32719,29.863532,77.896043,0.025,-0.107,0.954,-0.87
62,33219,29.863527,77.896045,-0.044,-0.09,0.927,-1.04
63,33719,29.863527,77.896045,0.01,-0.091,0.954,-0.69
64,34219,29.863524,77.896041,-0.07,-0.15,0.906,-0.87
65,34719,29.863524,77.896041,-0.06,-0.113,1.002,-0.43
66,35219,29.863523,77.896036,-0.101,-0.089,0.969,-0.78
67,35719,29.863523,77.896036,-0.087,-0.099,0.965,-0.78
68,36219,29.863522,77.896035,-0.0,-0.14,0.974,-0.87
69,36719,29.863522,77.896035,0.021,-0.004,0.947,-0.61
70,37219,29.86352,77.896035,0.039,-0.067,0.941,-0.87
71,37719,29.86352,77.896035,-0.068,-0.045,0.952,-0.61
72,38219,29.863521,77.89604,0.073,-0.09,1.031,-0.69
73,38719,29.863521,77.89604,0.06,-0.01,0.928,-0.26
74,39219,29.863523,77.896042,-0.019,-0.152,1.019,-0.61
75,39719,29.863523,77.896042,-0.014,-0.032,0.935,-0.35
76,40219,29.863528,77.896041,0.041,-0.01,0.974,-0.87
77,40719,29.863528,77.896041,-0.036,-0.045,0.98,-0.69
78,41219,29.863532,77.896036,-0.051,-0.086,0.958,-0.95
79,41719,29.863532,77.896036,-0.037,-0.077,0.985,-0.52
80,42219,29.863533,77.896035,-0.029,-0.066,0.975,-0.78
81,42719,29.863533,77.896035,-0.006,-0.036,0.94,-0.26
82,43219,29.863535,77.896033,-0.039,0.009,0.994,-0.43
83,43719,29.863535,77.896033,0.007,-0.064,0.955,-0.52
84,44219,29.863531,77.896032,-0.001,-0.116,0.975,-0.52
85,44719,29.863531,77.896032,-0.093,-0.065,0.995,-0.87
86,45219,29.863528,77.896032,-0.035,-0.082,1.017,-0.69
87,45719,29.863528,77.896032,-0.04,-0.025,0.984,-0.78
88,46219,29.863525,77.896035,-0.055,-0.027,1.004,-0.87
89,46719,29.863525,77.896035,-0.075,-0.109,0.956,-1.13
90,47219,29.863525,77.896036,-0.003,-0.033,0.925,-0.09
91,47719,29.863525,77.896036,-0.046,-0.034,1.007,-1.04
92,48219,29.86352,77.896038,-0.002,-0.13,0.987,-0.43
93,48719,29.86352,77.896038,-0.004,-0.111,0.983,-0.69
94,49219,29.863518,77.896036,-0.032,-0.004,0.946,-0.35
95,49719,29.863518,77.896036,-0.039,-0.023,0.948,-0.87
96,50219,29.863518,77.896036,-0.09,-0.187,0.982,-0.09
97,50719,29.863518,77.896036,-0.125,-0.152,0.942,-0.87
98,51219,29.86352,77.896037,-0.047,-0.022,0.953,-0.35
99,51719,29.86352,77.896037,-0.093,-0.142,0.967,-0.52
100,52219,29.863521,77.896038,-0.07,-0.077,0.965,-0.95
101,52719,29.863521,77.896038,-0.156,-0.164,0.988,-0.17
102,53219,29.863519,77.896036,-0.065,-0.146,0.973,-0.78
103,53719,29.863519,77.896036,-0.021,-0.029,0.935,-1.04
104,54219,29.863513,77.896029,-0.126,-0.159,0.95,-0.78
105,54719,29.863513,77.896029,-0.128,-0.11,1.005,-0.78
106,55219,29.863511,77.896029,-0.136,-0.146,0.909,-0.78
107,55719,29.863511,77.896029,-0.228,-0.22,0.927,-0.35
108,56219,29.863512,77.896028,-0.03,-0.133,0.911,-1.21
109,56719,29.863512,77.896028,-0.099,-0.151,1.139,0.43
110,57219,29.863509,77.896027,-0.163,-0.078,0.465,1.99
111,57719,29.863509,77.896027,-0.17,0.065,0.958,-0.52
112,58219,29.863508,77.896025,-0.159,0.014,0.944,1.3
113,58719,29.863508,77.896025,-0.169,0.014,0.956,1.91
114,59219,29.863506,77.896023,-0.162,0.012,0.958,0.61
115,59719,29.863506,77.896023,-0.172,0.007,0.956,2.08
116,60219,29.863504,77.896017,-0.172,0.016,0.953,0.78
117,60719,29.863504,77.896017,-0.168,0.005,0.961,1.73
118,61219,29.863503,77.896012,-0.184,-0.004,0.96,0.87
119,61719,29.863503,77.896012,-0.186,0.017,0.945,-0.17
120,62219,29.863501,77.896008,-0.114,0.031,0.695,-0.52
121,62719,29.863501,77.896008,-0.194,0.071,0.88,-0.09
122,63219,29.8635,77.896005,-0.183,-0.086,1.009,-0.43
123,63719,29.8635,77.896005,-0.001,0.103,0.984,-0.87
124,64219,29.863499,77.896002,-0.235,-0.009,0.844,-0.09
125,64719,29.863499,77.896002,-0.315,0.006,0.964,-0.69
126,65219,29.863498,77.896,-0.262,0.081,1.021,-0.09
127,65719,29.863498,77.896,-0.231,0.056,1.066,-0.61
128,66219,29.863496,77.895996,-0.188,0.02,0.888,-0.61
129,66719,29.863496,77.895996,-0.197,-0.036,1.019,-0.69
130,67219,29.863495,77.895994,-0.186,-0.023,1.061,-0.26
131,67719,29.863495,77.895994,-0.167,0.009,0.958,-0.61
132,68219,29.863494,77.895993,-0.172,0.001,0.96,0.17
133,68719,29.863494,77.895993,-0.169,0.019,0.96,-0.43
134,69219,29.863494,77.895993,-0.17,0.011,0.956,-0.17
135,69719,29.863494,77.895993,-0.166,0.022,0.954,-0.43
136,70219,29.863494,77.895992,-0.169,0.015,0.958,-0.87
137,70719,29.863494,77.895992,-0.17,0.021,0.951,-0.95
138,71219,29.863493,77.89599,-0.172,0.019,0.951,-0.61
139,71719,29.863493,77.89599,-0.17,0.005,0.959,-0.61
140,72219,29.863492,77.895989,-0.176,0.007,0.948,-0.26
141,72719,29.863492,77.895989,-0.175,-0.003,0.953,-0.95
142,73219,29.863491,77.895989,-0.171,0.017,0.952,0.26
143,73719,29.863491,77.895989,-0.18,0.01,0.958,-0.61
144,74219,29.86349,77.89599,-0.175,0.006,0.949,0.0
145,74719,29.86349,77.89599,-0.17,-0.003,0.954,-0.95
146,75219,29.863488,77.89599,-0.17,0.001,0.962,-0.78
147,75719,29.863488,77.89599,-0.167,0.004,0.953,-0.61
148,76219,29.863489,77.895984,-0.384,0.172,1.047,-0.52
149,76719,29.863489,77.895984,0.034,-0.057,0.875,-0.09
150,77219,29.863489,77.895984,-0.135,-0.046,0.99,-0.69
151,77719,29.863489,77.895984,-0.485,0.132,1.225,1.91
152,78219,29.863492,77.895986,0.045,-0.048,1.084,1.3
153,78719,29.863492,77.895986,-0.18,0.006,0.956,0.78
154,79219,29.863494,77.895989,-0.098,0.123,0.963,-0.09
155,79719,29.863494,77.895989,-0.089,0.006,0.933,-0.09
156,80219,29.863493,77.89599,-0.437,-0.224,0.597,-0.52
157,80719,29.863493,77.89599,0.07,0.09,1.073,-0.09
158,81219,29.86349,77.895991,-0.046,0.107,1.028,-1.13
159,81719,29.86349,77.895991,0.069,0.081,1.021,0.35
160,82219,29.863491,77.895992,-0.04,0.133,1.082,-0.43
161,82719,29.863491,77.895992,0.03,0.033,0.958,-0.87
162,83219,29.86349,77.895993,-0.023,0.078,1.033,-1.04
163,83719,29.86349,77.895993,-0.065,0.023,1.01,-1.39
164,84219,29.86349,77.895995,-0.023,-0.005,0.959,-1.04
165,84719,29.86349,77.895995,-0.036,0.008,0.969,-0.87
166,85219,29.863489,77.895995,-0.045,0.037,0.955,-1.47
167,85719,29.863489,77.895995,-0.058,0.07,0.994,-1.04
168,86219,29.863487,77.895996,-0.063,0.007,1.003,-1.13
169,86719,29.863487,77.895996,0.013,0.017,0.962,-1.21
170,87219,29.863487,77.895997,0.019,-0.009,0.932,-1.39
171,87719,29.863487,77.895997,0.002,-0.018,0.94,-1.13
172,88219,29.863483,77.895995,0.06,0.009,1.005,-1.21
173,88719,29.863483,77.895995,-0.004,0.071,0.962,-0.87
174,89219,29.863471,77.895994,-0.171,0.031,1.087,0.35
175,89719,29.863471,77.895994,-0.0,-0.014,1.046,-0.26
176,90219,29.86345,77.895993,0.101,-0.034,0.994,-0.26
177,90719,29.86345,77.895993,-0.068,0.036,0.756,-0.43
178,91219,29.863425,77.895991,-0.064,0.031,1.015,-0.52
179,91719,29.863425,77.895991,0.016,0.003,0.889,-0.87
180,92219,29.863407,77.895991,0.136,-0.07,0.919,-0.87
181,92719,29.863407,77.895991,0.059,-0.06,0.999,-0.69
182,93219,29.863401,77.895987,0.015,-0.033,1.025,-0.61
183,93719,29.863401,77.895987,0.399,-0.077,1.228,-0.09
184,94219,29.863393,77.895974,0.295,0.025,1.11,-0.35
185,94719,29.863393,77.895974,0.158,0.002,1.121,-0.09
186,95219,29.863385,77.895959,0.248,0.072,0.993,-0.69
187,95719,29.863385,77.895959,0.217,-0.014,0.994,-0.69
188,96219,29.863384,77.895939,0.033,-0.13,0.952,-0.69
189,96719,29.863384,77.895939,0.254,0.096,0.942,0.17
190,97219,29.863382,77.895903,0.116,0.061,0.853,-0.78
191,97719,29.863382,77.895903,0.038,0.061,1.027,0.0
192,98219,29.863373,77.895868,-0.032,-0.018,1.154,-0.17
193,98719,29.863373,77.895868,0.024,0.051,1.078,0.09
194,99219,29.863361,77.895845,0.124,0.069,1.007,-0.43
195,99719,29.863361,77.895845,0.047,0.006,0.83,-0.69
196,100219,29.863362,77.895812,0.081,0.024,0.895,-0.69
197,100719,29.863362,77.895812,-0.002,0.052,0.929,-0.52
198,101219,29.863375,77.895802,0.085,0.032,1.0,-0.61
199,101719,29.863375,77.895802,0.094,0.044,0.931,-0.52
200,102219,29.863381,77.89579,0.308,-0.048,0.899,-0.09
201,102719,29.863381,77.89579,0.042,0.068,0.847,-0.61
202,103219,29.863386,77.895791,0.129,-0.012,0.931,-0.26
203,103719,29.863386,77.895791,0.287,0.107,1.157,-0.78
204,104219,29.863391,77.895779,0.063,0.032,1.029,0.0
205,104719,29.863391,77.895779,0.106,0.107,1.013,-0.52
206,105219,29.863399,77.895758,0.281,-0.032,1.006,-0.78
207,105719,29.863399,77.895758,0.17,0.011,0.972,-0.43
208,106219,29.863414,77.895745,0.195,0.028,0.885,-0.69
209,106719,29.863414,77.895745,0.083,0.027,0.903,-0.35
210,107219,29.863428,77.895724,0.191,0.111,1.055,-0.52
211,107719,29.863428,77.895724,0.206,0.006,0.901,-0.61
212,108219,29.863432,77.895702,0.097,0.009,0.737,-0.61
213,108719,29.863432,77.895702,0.083,0.037,0.928,-0.78
214,109219,29.863428,77.895677,0.197,0.1,1.023,-0.87
215,109719,29.863428,77.895677,0.216,0.036,0.968,-0.35
216,110219,29.863439,77.895654,0.18,0.059,1.013,-0.52
217,110719,29.863439,77.895654,0.243,0.072,1.048,-0.69
218,111219,29.863424,77.895649,0.298,-0.027,0.924,-0.52
219,111719,29.863424,77.895649,0.179,0.024,0.948,-0.78
220,112219,29.863403,77.895626,0.083,0.057,0.944,-0.35
221,112719,29.863403,77.895626,0.23,-0.001,0.899,-0.69
222,113219,29.863405,77.895615,0.235,-0.018,0.927,-0.95
223,113719,29.863405,77.895615,0.09,-0.014,0.867,-0.61
224,114219,29.863416,77.8956,0.179,0.003,0.883,-0.17
225,114719,29.863416,77.8956,0.012,-0.046,0.887,-0.87
226,115219,29.863444,77.895566,0.084,0.073,1.023,-0.35
227,115719,29.863444,77.895566,0.189,-0.009,0.977,-0.87
228,116219,29.863445,77.89555,0.177,0.047,0.915,-0.26
229,116719,29.863445,77.89555,0.214,0.05,0.914,-0.78
230,117219,29.863452,77.895531,0.243,0.033,0.894,-0.43
231,117719,29.863452,77.895531,0.243,-0.015,1.026,-0.87
232,118219,29.86344,77.895503,0.09,0.062,0.945,-0.35
233,118719,29.86344,77.895503,0.142,-0.064,0.934,-0.95
234,119219,29.863436,77.895485,0.215,0.016,0.898,-0.26
235,119719,29.863436,77.895485,0.133,0.03,1.004,-0.26
236,120219,29.863435,77.895458,0.1,0.009,1.094,-0.09
237,120719,29.863435,77.895458,0.183,-0.026,0.852,-0.26
238,121219,29.863435,77.89544,0.194,0.027,1.015,-0.78
239,121719,29.863435,77.89544,-0.038,0.021,1.483,-0.69
240,122219,29.863439,77.895425,0.087,-0.015,1.056,-0.95
241,122719,29.863439,77.895425,0.107,-0.018,0.975,-1.04
242,123219,29.863439,77.895413,0.126,0.001,0.978,-1.13
243,123719,29.863439,77.895413,0.214,0.01,0.996,-0.52
244,124219,29.863443,77.895408,0.178,-0.016,0.958,-0.78
245,124719,29.863443,77.895408,0.308,-0.003,0.974,-0.35
246,125219,29.863448,77.895397,0.268,0.03,1.082,-0.78
247,125719,29.863448,77.895397,0.296,-0.089,0.966,-0.78
248,126219,29.863454,77.895381,0.373,-0.068,0.915,-1.13
249,126719,29.863454,77.895381,0.387,-0.113,0.893,-0.87
250,127219,29.863469,77.895361,0.382,-0.031,0.97,-0.69
251,127719,29.863469,77.895361,0.271,-0.038,1.0,-0.17
252,128219,29.863498,77.895344,0.166,0.029,1.041,-1.04
253,128719,29.863498,77.895344,0.199,-0.022,0.989,-0.43
254,129219,29.863533,77.89534,0.186,-0.008,0.952,-1.13
255,129719,29.863533,77.89534,0.127,0.02,0.973,-1.13
256,130219,29.863564,77.895342,0.283,-0.05,0.979,-0.95
257,130719,29.863564,77.895342,0.213,0.002,0.983,-1.21
258,131219,29.863597,77.895341,0.125,0.029,0.937,-1.13
259,131719,29.863597,77.895341,0.2,0.023,0.947,-0.43
260,132219,29.863631,77.895344,0.245,-0.055,0.939,-0.95
261,132719,29.863631,77.895344,0.24,-0.056,0.97,-0.52
262,133219,29.863667,77.895344,0.212,-0.052,0.939,-1.47
263,133719,29.863667,77.895344,0.279,-0.003,0.975,-1.3
264,134219,29.863707,77.895349,-0.006,0.049,0.58,-0.95
265,134719,29.863707,77.895349,0.057,0.067,1.265,-0.61
266,135219,29.863748,77.895347,0.127,-0.065,1.065,-1.3
267,135719,29.863748,77.895347,0.252,-0.069,0.924,-1.39
268,136219,29.863789,77.895348,0.247,-0.085,1.203,-0.52
269,136719,29.863789,77.895348,0.228,-0.063,1.089,-1.3
270,137219,29.863829,77.895354,0.167,-0.051,0.919,-0.35
271,137719,29.863829,77.895354,0.27,-0.022,0.929,-1.13
272,138219,29.863866,77.895357,0.229,-0.049,0.902,-1.3
273,138719,29.863866,77.895357,0.349,-0.036,1.006,-1.39
274,139219,29.863908,77.895364,0.231,-0.025,0.955,-1.21
275,139719,29.863908,77.895364,0.159,-0.069,1.071,-1.3
276,140219,29.863948,77.895364,0.272,-0.075,0.858,-0.26
277,140719,29.863948,77.895364,0.165,0.022,0.814,-1.21
278,141219,29.863986,77.895357,0.179,-0.037,0.946,-1.04
279,141720,29.863986,77.895357,0.337,0.032,0.952,-0.61
280,142220,29.864025,77.895351,0.321,-0.06,0.846,-1.13
281,142719,29.864025,77.895351,0.217,-0.117,1.236,-0.69
282,143219,29.864061,77.895344,0.173,-0.013,1.046,-1.04
283,143719,29.864061,77.895344,0.176,0.035,0.735,-0.95
284,144219,29.864105,77.895338,0.245,-0.053,0.852,-1.3
285,144719,29.864105,77.895338,0.199,-0.013,1.132,-0.69
286,145219,29.864145,77.895331,0.287,-0.019,0.91,-0.95
287,145719,29.864145,77.895331,0.172,-0.002,0.966,-1.21
288,146219,29.864184,77.895332,0.263,-0.008,1.039,-1.56
289,146719,29.864184,77.895332,0.272,-0.008,1.05,-1.3
290,147219,29.86422,77.89534,0.216,-0.01,0.834,-1.21
291,147719,29.86422,77.89534,0.416,-0.134,0.847,-1.21
292,148219,29.864259,77.895352,0.274,-0.062,0.979,-0.87
293,148719,29.864259,77.895352,0.215,-0.06,0.891,-0.17
294,149219,29.864311,77.895364,0.446,-0.071,0.904,-0.95
295,149719,29.864311,77.895364,0.273,-0.054,0.908,-0.52
296,150219,29.864368,77.89538,0.313,-0.036,0.965,-0.87
297,150719,29.864368,77.89538,0.334,-0.061,1.028,-0.43
298,151219,29.864434,77.895394,0.29,-0.034,0.964,-0.35
299,151719,29.864434,77.895394,0.209,-0.002,0.964,-0.35
300,152219,29.864501,77.895402,0.004,0.07,1.056,-0.26
301,152719,29.864501,77.895402,0.359,-0.038,0.935,0.26
302,153219,29.864578,77.895415,0.284,-0.037,0.909,-0.09
303,153719,29.864578,77.895415,0.299,-0.027,0.905,-0.35
304,154219,29.864652,77.895424,0.264,-0.011,0.889,0.35
305,154719,29.864652,77.895424,0.355,-0.068,0.939,-0.09
306,155219,29.86473,77.895422,0.313,-0.064,0.936,0.43
307,155719,29.86473,77.895422,0.256,-0.021,0.921,0.43
308,156219,29.864808,77.895423,0.295,-0.041,1.028,0.52
309,156719,29.864808,77.895423,0.186,0.033,0.99,0.61
310,157219,29.864892,77.895423,0.16,0.025,0.937,0.78
311,157719,29.864892,77.895423,0.197,0.015,0.917,0.52
312,158219,29.864966,77.895425,0.352,-0.024,0.848,0.95
313,158719,29.864966,77.895425,0.301,-0.03,0.933,1.47
314,159219,29.865039,77.895427,0.21,0.013,0.97,1.56
315,159719,29.865039,77.895427,0.206,0.008,0.92,1.04
316,160219,29.865115,77.895429,0.235,-0.004,0.89,0.69
317,160719,29.865115,77.895429,0.302,-0.021,0.873,0.52
318,161219,29.865191,77.895433,0.197,0.007,0.831,1.13
319,161720,29.865191,77.895433,0.201,0.034,0.964,1.56
320,162220,29.865267,77.895438,0.208,-0.015,0.989,0.87
321,162719,29.865267,77.895438,0.129,0.019,0.958,1.21
322,163219,29.865343,77.895438,0.207,0.012,0.888,0.52
323,163719,29.865343,77.895438,0.214,0.009,0.936,0.78
324,164219,29.865417,77.895432,0.288,-0.014,0.925,0.52
325,164719,29.865417,77.895432,0.197,0.014,0.874,0.17
326,165219,29.865486,77.895416,0.197,-0.011,0.873,0.43
327,165719,29.865486,77.895416,0.351,-0.034,0.973,0.35
328,166219,29.865551,77.895392,0.277,0.057,0.835,0.17
329,166719,29.865551,77.895392,0.268,0.042,0.921,-0.61
330,167219,29.865609,77.895362,0.269,-0.006,0.963,0.09
331,167719,29.865609,77.895362,0.311,0.013,0.931,-0.61
332,168219,29.865657,77.89534,0.097,0.034,0.969,-0.61
333,168719,29.865657,77.89534,0.107,0.089,1.124,-1.3
334,169219,29.865713,77.895294,0.502,-0.004,1.224,-0.61
335,169719,29.865713,77.895294,0.523,-0.01,0.98,-1.04
336,170219,29.86577,77.895247,0.329,-0.009,0.974,-0.95
337,170719,29.86577,77.895247,0.269,-0.017,0.969,-0.69
338,171219,29.865837,77.895199,0.262,0.014,0.984,-1.21
339,171719,29.865837,77.895199,0.839,0.148,1.316,-0.35
340,172219,29.86591,77.895155,0.455,-0.002,1.208,-0.87
341,172719,29.86591,77.895155,0.172,0.058,1.022,-1.47
342,173219,29.865992,77.895111,0.306,-0.01,1.052,-1.65
343,173719,29.865992,77.895111,0.287,-0.005,1.006,-1.47
344,174219,29.866059,77.895073,0.292,-0.038,0.972,-1.82
345,174719,29.866059,77.895073,0.064,0.067,1.037,-1.13
346,175219,29.866132,77.895022,0.22,0.03,1.084,-1.99
347,175719,29.866132,77.895022,0.185,0.042,0.994,-1.3
348,176219,29.866196,77.894975,0.005,0.015,0.696,-2.43
349,176719,29.866196,77.894975,0.25,0.021,0.833,-2.43
350,177219,29.866263,77.894937,0.258,-0.025,0.829,-2.25
351,177719,29.866263,77.894937,0.273,-0.013,0.893,-1.99
352,178219,29.866343,77.894888,0.274,0.004,0.934,-2.6
353,178719,29.866343,77.894888,0.194,-0.006,0.977,-2.51
354,179219,29.86642,77.894835,0.232,0.072,0.958,-2.86
355,179719,29.86642,77.894835,0.246,0.041,0.958,-3.2
356,180219,29.866493,77.89478,0.17,0.043,1.001,-3.38
357,180719,29.866493,77.89478,0.17,0.059,0.955,-3.9
358,181219,29.866556,77.894719,0.253,0.019,1.13,-4.68
359,181719,29.866556,77.894719,0.265,0.042,1.061,-4.94
360,182219,29.866616,77.894655,0.072,-0.003,1.099,-4.5
361,182719,29.866616,77.894655,0.301,-0.13,1.022,-4.94
362,183219,29.866664,77.894601,0.202,0.03,0.915,-4.85
363,183719,29.866664,77.894601,0.252,0.011,0.948,-5.02
364,184219,29.866712,77.894558,0.142,0.023,0.822,-4.76
365,184719,29.866712,77.894558,0.18,0.033,0.872,-4.76
366,185219,29.866756,77.894519,0.252,0.023,0.882,-5.2
367,185719,29.866756,77.894519,0.149,0.06,0.955,-5.28
368,186219,29.866812,77.894483,0.215,-0.041,0.909,-4.76
369,186719,29.866812,77.894483,0.187,0.025,0.878,-5.54
370,187219,29.866869,77.894446,0.227,-0.017,1.006,-4.68
371,187719,29.866869,77.894446,0.232,0.028,0.993,-5.54
372,188219,29.866934,77.894416,0.202,0.017,1.037,-4.68
373,188719,29.866934,77.894416,0.268,0.012,1.05,-5.02
374,189219,29.866989,77.894388,0.262,0.03,0.957,-5.11
375,189719,29.866989,77.894388,0.296,-0.007,0.911,-4.68
376,190219,29.867052,77.894335,0.304,-0.011,0.939,-4.85
377,190719,29.867052,77.894335,0.216,0.009,1.06,-5.02
378,191219,29.867114,77.894284,0.177,0.022,1.021,-5.63
379,191719,29.867114,77.894284,0.111,0.042,0.854,-4.68
380,192219,29.867172,77.894232,0.24,-0.024,0.894,-5.8
381,192719,29.867172,77.894232,0.045,0.071,1.025,-5.37
382,193219,29.867236,77.894192,0.087,0.056,1.014,-5.8
383,193719,29.867236,77.894192,0.327,-0.015,0.83,-5.89
384,194219,29.8673,77.894159,0.211,-0.027,1.104,-5.89
385,194719,29.8673,77.894159,0.245,-0.031,0.984,-6.06
386,195219,29.867354,77.894129,0.244,0.017,0.934,-6.15
387,195719,29.867354,77.894129,0.202,0.054,0.984,-6.06
388,196219,29.867398,77.894103,0.124,0.039,0.961,-6.75
599,301719,29.868168,77.899745,0.268,-0.011,0.864,-4.94
600,302219,29.868101,77.89976,0.343,0.013,0.936,-6.15
601,302719,29.868101,77.89976,0.32,-0.004,0.951,-6.06
602,303219,29.868023,77.899774,0.333,0.032,0.938,-5.8
603,303719,29.868023,77.899774,0.285,0.018,0.955,-5.98
604,304219,29.867944,77.89979,0.295,0.015,0.945,-6.06
605,304719,29.867944,77.89979,0.492,0.009,0.92,-4.5
606,305219,29.867864,77.899805,0.071,-0.013,0.959,-5.46
607,305719,29.867864,77.899805,0.131,-0.017,1.013,-5.02
608,306219,29.867793,77.899808,0.135,-0.022,0.958,-6.41
609,306719,29.867793,77.899808,0.155,-0.017,0.887,-6.84
610,307219,29.867728,77.899822,0.339,0.052,0.805,-6.5
611,307719,29.867728,77.899822,0.341,-0.008,0.898,-6.67
612,308219,29.86766,77.899846,0.307,0.053,0.974,-6.67
613,308719,29.86766,77.899846,0.289,0.012,0.983,-6.41
614,309219,29.867592,77.899865,0.36,0.0,0.914,-4.94
615,309719,29.867592,77.899865,0.298,0.047,0.837,-6.24
616,310219,29.867521,77.899896,0.166,-0.012,0.893,-5.11
617,310719,29.867521,77.899896,0.3,-0.001,1.038,-6.06
618,311219,29.867457,77.899922,0.298,0.027,1.123,-6.06
619,311719,29.867457,77.899922,0.303,0.016,0.955,-6.06
620,312219,29.867405,77.899916,0.339,-0.001,0.975,-5.89
621,312719,29.867405,77.899916,0.353,0.003,0.956,-5.89
622,313219,29.867345,77.899926,0.304,0.0,0.872,-5.11
623,313719,29.867345,77.899926,0.323,0.026,0.941,-6.15
624,314219,29.867291,77.899942,0.303,0.013,0.938,-5.72
625,314719,29.867291,77.899942,0.299,-0.006,0.853,-6.06
626,315219,29.86724,77.899955,0.389,0.005,0.83,-6.24
627,315719,29.86724,77.899955,0.281,0.013,0.898,-5.89
628,316219,29.86718,77.899964,0.393,-0.012,0.875,-5.72
629,316719,29.86718,77.899964,0.417,0.017,0.882,-5.89
630,317219,29.867121,77.899972,0.427,-0.024,0.83,-4.24
631,317719,29.867121,77.899972,0.37,0.035,0.926,-5.37
632,318219,29.867055,77.900006,0.354,-0.0,0.97,-3.55
633,318719,29.867055,77.900006,0.347,0.073,1.057,-5.11
634,319219,29.866984,77.900043,0.352,-0.027,0.855,-5.28
